,TREE_NUMBER,DESCRIPTOR
8868,C01.908,Zoonoses
8869,C02,Virus Diseases
8870,C02.081,Arbovirus Infections
8871,C02.081.030,African Horse Sickness
8872,C02.081.125,Bluetongue
8873,C02.081.270,Dengue
8874,C02.081.270.200,Severe Dengue
8875,C02.081.343,"Encephalitis, Arbovirus"
8876,C02.081.343.340,"Encephalitis, California"
8877,C02.081.343.345,"Encephalitis, Japanese"
8878,C02.081.343.350,"Encephalitis, St. Louis"
8879,C02.081.343.360,"Encephalitis, Tick-Borne"
8880,C02.081.343.950,West Nile Fever
8881,C02.081.355,"Encephalomyelitis, Equine"
8882,C02.081.355.177,"Encephalomyelitis, Eastern Equine"
8883,C02.081.355.355,"Encephalomyelitis, Venezuelan Equine"
8884,C02.081.355.677,"Encephalomyelitis, Western Equine"
8885,C02.081.700,Phlebotomus Fever
8886,C02.081.810,Rift Valley Fever
8887,C02.081.885,Tick-Borne Diseases
8888,C02.081.885.125,African Swine Fever
8889,C02.081.885.200,Colorado Tick Fever
8890,C02.081.885.400,"Encephalitis, Tick-Borne"
8891,C02.081.885.430,"Hemorrhagic Fever, Crimean"
8892,C02.081.885.440,"Hemorrhagic Fever, Omsk"
8893,C02.081.885.475,Kyasanur Forest Disease
8894,C02.081.885.550,Nairobi Sheep Disease
8895,C02.081.980,Yellow Fever
8896,C02.081.990,Zika Virus Infection
8897,C02.109,"Bronchiolitis, Viral"
8898,C02.182,Central Nervous System Viral Diseases
8899,C02.182.525,"Encephalitis, Viral"
8900,C02.182.525.300,"Encephalitis, Arbovirus"
8901,C02.182.525.300.200,"Encephalitis, California"
8902,C02.182.525.300.250,"Encephalitis, Japanese"
8903,C02.182.525.300.300,"Encephalitis, St. Louis"
8904,C02.182.525.300.350,"Encephalitis, Tick-Borne"
8905,C02.182.525.300.850,West Nile Fever
8906,C02.182.525.350,"Encephalitis, Herpes Simplex"
8907,C02.182.525.400,"Encephalitis, Varicella Zoster"
8908,C02.182.525.450,"Encephalomyelitis, Equine"
8909,C02.182.525.450.250,"Encephalomyelitis, Venezuelan Equine"
8910,C02.182.525.450.300,"Encephalomyelitis, Western Equine"
8911,C02.182.525.500,"Leukoencephalopathy, Progressive Multifocal"
8912,C02.182.525.600,Subacute Sclerosing Panencephalitis
8913,C02.182.550,"Meningitis, Viral"
8914,C02.182.550.500,Lymphocytic Choriomeningitis
8915,C02.182.710,Pseudorabies
8916,C02.219,Coinfection
8917,C02.256,DNA Virus Infections
8918,C02.256.076,Adenoviridae Infections
8919,C02.256.076.045,"Adenovirus Infections, Human"
8920,C02.256.076.381,"Hepatitis, Infectious Canine"
8921,C02.256.142,African Swine Fever
8922,C02.256.200,Circoviridae Infections
8923,C02.256.200.500,Porcine Postweaning Multisystemic Wasting Syndrome
8924,C02.256.430,Hepadnaviridae Infections
8925,C02.256.430.400,Hepatitis B
8926,C02.256.430.400.100,"Hepatitis B, Chronic"
8927,C02.256.466,Herpesviridae Infections
8928,C02.256.466.087,Bell Palsy
8929,C02.256.466.245,Cytomegalovirus Infections
8930,C02.256.466.245.150,Cytomegalovirus Retinitis
8931,C02.256.466.262,"Encephalitis, Herpes Simplex"
8932,C02.256.466.313,Epstein-Barr Virus Infections
8933,C02.256.466.313.165,Burkitt Lymphoma
8934,C02.256.466.313.400,Infectious Mononucleosis
8935,C02.256.466.313.500,"Leukoplakia, Hairy"
8936,C02.256.466.382,Herpes Simplex
8937,C02.256.466.382.290,Herpes Genitalis
8938,C02.256.466.382.316,Herpes Labialis
8939,C02.256.466.382.410,Kaposi Varicelliform Eruption
8940,C02.256.466.382.465,"Keratitis, Herpetic"
8941,C02.256.466.382.465.450,"Keratitis, Dendritic"
8942,C02.256.466.382.834,"Stomatitis, Herpetic"
8943,C02.256.466.488,Infectious Bovine Rhinotracheitis
8944,C02.256.466.606,Malignant Catarrh
8945,C02.256.466.650,Marek Disease
8946,C02.256.466.793,Pseudorabies
8947,C02.256.466.850,Roseolovirus Infections
8948,C02.256.466.850.290,Exanthema Subitum
8949,C02.256.466.860,"Sarcoma, Kaposi"
8950,C02.256.466.930,Varicella Zoster Virus Infection
8951,C02.256.466.930.250,Chickenpox
8952,C02.256.466.930.500,"Encephalitis, Varicella Zoster"
8953,C02.256.466.930.750,Herpes Zoster
8954,C02.256.466.930.750.466,Herpes Zoster Ophthalmicus
8955,C02.256.466.930.750.733,Herpes Zoster Oticus
8956,C02.256.466.930.750.970,Zoster Sine Herpete
8957,C02.256.650,Papillomavirus Infections
8960,C02.256.650.810,Warts
8961,C02.256.650.810.217,Condylomata Acuminata
8962,C02.256.650.810.217.500,Buschke-Lowenstein Tumor
8963,C02.256.650.810.345,Epidermodysplasia Verruciformis
8964,C02.256.700,Parvoviridae Infections
8965,C02.256.700.091,Aleutian Mink Disease
8966,C02.256.700.300,Erythema Infectiosum
8967,C02.256.700.363,Feline Panleukopenia
8968,C02.256.700.550,Mink Viral Enteritis
8969,C02.256.721,Polyomavirus Infections
8970,C02.256.721.150,"Carcinoma, Merkel Cell"
8971,C02.256.721.500,"Leukoencephalopathy, Progressive Multifocal"
8972,C02.256.743,Poxviridae Infections
8973,C02.256.743.175,Cowpox
8974,C02.256.743.193,"Ecthyma, Contagious"
8975,C02.256.743.239,"Ectromelia, Infectious"
8976,C02.256.743.366,Fowlpox
8977,C02.256.743.494,Lumpy Skin Disease
8978,C02.256.743.611,Molluscum Contagiosum
8979,C02.256.743.615,Monkeypox
8980,C02.256.743.665,"Myxomatosis, Infectious"
8981,C02.256.743.826,Smallpox
8982,C02.256.743.929,Vaccinia
8983,C02.290,"Encephalitis, Viral"
8984,C02.290.310,"Encephalitis, Arbovirus"
8985,C02.290.310.140,"Encephalitis, California"
8986,C02.290.310.280,"Encephalitis, Japanese"
8987,C02.290.310.406,"Encephalitis, St. Louis"
8988,C02.290.310.530,"Encephalitis, Tick-Borne"
8989,C02.290.310.950,West Nile Fever
8990,C02.290.325,"Encephalitis, Herpes Simplex"
8991,C02.290.355,"Encephalitis, Varicella Zoster"
8992,C02.290.450,"Encephalomyelitis, Equine"
8993,C02.290.450.200,"Encephalomyelitis, Eastern Equine"
8994,C02.290.450.225,"Encephalomyelitis, Venezuelan Equine"
8995,C02.290.450.250,"Encephalomyelitis, Western Equine"
8996,C02.290.575,"Leukoencephalopathy, Progressive Multifocal"
8997,C02.290.700,Subacute Sclerosing Panencephalitis
8998,C02.325,"Eye Infections, Viral"
8999,C02.325.250,"Conjunctivitis, Viral"
9000,C02.325.250.250,"Conjunctivitis, Acute Hemorrhagic"
9001,C02.325.270,Cytomegalovirus Retinitis
9002,C02.325.450,Herpes Zoster Ophthalmicus
9003,C02.325.465,"Keratitis, Herpetic"
9004,C02.325.465.450,"Keratitis, Dendritic"
9005,C02.330,"Fatigue Syndrome, Chronic"
9006,C02.407,"Hepatitis, Viral, Animal"
9007,C02.407.432,"Hepatitis, Infectious Canine"
9008,C02.407.810,Rift Valley Fever
9009,C02.440,"Hepatitis, Viral, Human"
9010,C02.440.420,Hepatitis A
9011,C02.440.435,Hepatitis B
9012,C02.440.435.100,"Hepatitis B, Chronic"
9013,C02.440.440,Hepatitis C
9014,C02.440.440.120,"Hepatitis C, Chronic"
9015,C02.440.450,Hepatitis D
9016,C02.440.450.100,"Hepatitis D, Chronic"
9017,C02.440.470,Hepatitis E
9018,C02.597,Opportunistic Infections
9019,C02.597.050,AIDS-Related Opportunistic Infections
9020,C02.597.880,Superinfection
9021,C02.705,"Pneumonia, Viral"
9022,C02.782,RNA Virus Infections
9023,C02.782.082,Arenaviridae Infections
9024,C02.782.082.440,"Hemorrhagic Fever, American"
9025,C02.782.082.545,Lassa Fever
9026,C02.782.082.580,Lymphocytic Choriomeningitis
9027,C02.782.105,Astroviridae Infections
9028,C02.782.123,Birnaviridae Infections
9029,C02.782.147,Bunyaviridae Infections
9030,C02.782.147.340,"Encephalitis, California"
9031,C02.782.147.420,Hantavirus Infections
9032,C02.782.147.420.380,Hantavirus Pulmonary Syndrome
9033,C02.782.147.420.400,Hemorrhagic Fever with Renal Syndrome
9034,C02.782.147.444,"Hemorrhagic Fever, Crimean"
9035,C02.782.147.633,Nairobi Sheep Disease
9036,C02.782.147.700,Phlebotomus Fever
9037,C02.782.147.810,Rift Valley Fever
9038,C02.782.160,Caliciviridae Infections
9039,C02.782.160.927,Vesicular Exanthema of Swine
9040,C02.782.310,"Encephalitis, Arbovirus"
9041,C02.782.310.340,"Encephalitis, California"
9042,C02.782.310.345,"Encephalitis, Japanese"
9043,C02.782.310.350,"Encephalitis, St. Louis"
9044,C02.782.310.360,"Encephalitis, Tick-Borne"
9045,C02.782.310.950,West Nile Fever
9046,C02.782.350,Flaviviridae Infections
9047,C02.782.350.250,Flavivirus Infections
9048,C02.782.350.250.214,Dengue
9049,C02.782.350.250.214.200,Severe Dengue
9050,C02.782.350.250.300,"Encephalitis, Japanese"
9051,C02.782.350.250.450,"Encephalitis, St. Louis"
9052,C02.782.350.250.500,"Encephalitis, Tick-Borne"
9053,C02.782.350.250.560,"Hemorrhagic Fever, Omsk"
9054,C02.782.350.250.635,Kyasanur Forest Disease
9055,C02.782.350.250.650,Louping Ill
9056,C02.782.350.250.900,West Nile Fever
9057,C02.782.350.250.980,Yellow Fever
9058,C02.782.350.250.990,Zika Virus Infection
9059,C02.782.350.350,Hepatitis C
9060,C02.782.350.350.120,"Hepatitis C, Chronic"
9061,C02.782.350.675,Pestivirus Infections
9062,C02.782.350.675.100,Border Disease
9063,C02.782.350.675.106,Bovine Virus Diarrhea-Mucosal Disease
9064,C02.782.350.675.200,Classical Swine Fever
9065,C02.782.350.675.400,"Hemorrhagic Syndrome, Bovine"
9066,C02.782.417,"Hemorrhagic Fevers, Viral"
9067,C02.782.417.214,Dengue
9068,C02.782.417.214.200,Severe Dengue
9069,C02.782.417.300,Hemorrhagic Fever with Renal Syndrome
9070,C02.782.417.400,"Hemorrhagic Fever, American"
9071,C02.782.417.412,"Hemorrhagic Fever, Crimean"
9072,C02.782.417.415,"Hemorrhagic Fever, Ebola"
9073,C02.782.417.435,"Hemorrhagic Fever, Omsk"
9074,C02.782.417.475,Kyasanur Forest Disease
9075,C02.782.417.505,Lassa Fever
9076,C02.782.417.560,Marburg Virus Disease
9077,C02.782.417.762,Rift Valley Fever
9078,C02.782.417.881,Yellow Fever
9079,C02.782.450,Hepatitis D
9080,C02.782.450.100,"Hepatitis D, Chronic"
9081,C02.782.455,Hepatitis E
9082,C02.782.580,Mononegavirales Infections
9083,C02.782.580.124,Borna Disease
9084,C02.782.580.250,Filoviridae Infections
9085,C02.782.580.250.400,"Hemorrhagic Fever, Ebola"
9086,C02.782.580.250.500,Marburg Virus Disease
9087,C02.782.580.600,Paramyxoviridae Infections
9088,C02.782.580.600.080,Avulavirus Infections
9089,C02.782.580.600.080.600,Newcastle Disease
9090,C02.782.580.600.400,Henipavirus Infections
9091,C02.782.580.600.500,Morbillivirus Infections
9092,C02.782.580.600.500.285,Distemper
9093,C02.782.580.600.500.500,Measles
9094,C02.782.580.600.500.500.800,Subacute Sclerosing Panencephalitis
9095,C02.782.580.600.500.600,Peste-des-Petits-Ruminants
9096,C02.782.580.600.500.700,Rinderpest
9097,C02.782.580.600.550,Pneumovirus Infections
9098,C02.782.580.600.550.750,Respiratory Syncytial Virus Infections
9099,C02.782.580.600.600,Respirovirus Infections
9100,C02.782.580.600.600.648,"Pasteurellosis, Pneumonic"
9101,C02.782.580.600.680,Rubulavirus Infections
9102,C02.782.580.600.680.500,Mumps
9103,C02.782.580.830,Rhabdoviridae Infections
9104,C02.782.580.830.375,Ephemeral Fever
9105,C02.782.580.830.450,"Hemorrhagic Septicemia, Viral"
9106,C02.782.580.830.750,Rabies
9107,C02.782.580.830.825,Vesicular Stomatitis
9108,C02.782.600,Nidovirales Infections
9109,C02.782.600.100,Arterivirus Infections
9110,C02.782.600.100.700,Porcine Reproductive and Respiratory Syndrome
9111,C02.782.600.550,Coronaviridae Infections
9112,C02.782.600.550.200,Coronavirus Infections
9113,C02.782.600.550.200.325,"Enteritis, Transmissible, of Turkeys"
9114,C02.782.600.550.200.360,Feline Infectious Peritonitis
9115,C02.782.600.550.200.400,"Gastroenteritis, Transmissible, of Swine"
9116,C02.782.600.550.200.750,Severe Acute Respiratory Syndrome
9117,C02.782.600.550.800,Torovirus Infections
9118,C02.782.620,Orthomyxoviridae Infections
9119,C02.782.620.300,Influenza in Birds
9120,C02.782.620.365,"Influenza, Human"
9121,C02.782.687,Picornaviridae Infections
9122,C02.782.687.150,Cardiovirus Infections
9123,C02.782.687.207,Common Cold
9124,C02.782.687.359,Enterovirus Infections
9125,C02.782.687.359.201,"Conjunctivitis, Acute Hemorrhagic"
9126,C02.782.687.359.213,Coxsackievirus Infections
9127,C02.782.687.359.213.331,"Hand, Foot and Mouth Disease"
9128,C02.782.687.359.213.466,Herpangina
9129,C02.782.687.359.213.737,"Pleurodynia, Epidemic"
9130,C02.782.687.359.347,Echovirus Infections
9131,C02.782.687.359.347.500,Herpangina
9132,C02.782.687.359.456,"Encephalomyelitis, Enzootic Porcine"
9133,C02.782.687.359.500,Hepatitis A
9134,C02.782.687.359.764,Poliomyelitis
9135,C02.782.687.359.764.614,"Poliomyelitis, Bulbar"
9136,C02.782.687.359.764.650,Postpoliomyelitis Syndrome
9137,C02.782.687.359.855,Swine Vesicular Disease
9138,C02.782.687.484,Foot-and-Mouth Disease
9139,C02.782.791,Reoviridae Infections
9140,C02.782.791.142,African Horse Sickness
9141,C02.782.791.315,Bluetongue
9142,C02.782.791.482,Colorado Tick Fever
9143,C02.782.791.814,Rotavirus Infections
9144,C02.782.815,Retroviridae Infections
9145,C02.782.815.096,Avian Leukosis
9146,C02.782.815.200,Deltaretrovirus Infections
9147,C02.782.815.200.260,Enzootic Bovine Leukosis
9148,C02.782.815.200.470,HTLV-I Infections
9149,C02.782.815.200.470.710,"Paraparesis, Tropical Spastic"
9150,C02.782.815.200.480,HTLV-II Infections
9151,C02.782.815.616,Lentivirus Infections
9152,C02.782.815.616.300,Equine Infectious Anemia
9153,C02.782.815.616.350,Feline Acquired Immunodeficiency Syndrome
9154,C02.782.815.616.400,HIV Infections
9155,C02.782.815.616.400.040,Acquired Immunodeficiency Syndrome
9156,C02.782.815.616.400.044,Acute Retroviral Syndrome
9157,C02.782.815.616.400.048,"AIDS Arteritis, Central Nervous System"
9158,C02.782.815.616.400.049,AIDS Dementia Complex
9159,C02.782.815.616.400.050,AIDS-Associated Nephropathy
9160,C02.782.815.616.400.080,AIDS-Related Complex
9161,C02.782.815.616.400.100,AIDS-Related Opportunistic Infections
9162,C02.782.815.616.400.398,HIV Enteropathy
9163,C02.782.815.616.400.500,HIV Seropositivity
9164,C02.782.815.616.400.520,HIV Wasting Syndrome
9165,C02.782.815.616.400.550,HIV-Associated Lipodystrophy Syndrome
9166,C02.782.815.616.660,"Pneumonia, Progressive Interstitial, of Sheep"
9167,C02.782.815.616.850,Simian Acquired Immunodeficiency Syndrome
9168,C02.782.815.616.900,Visna
9169,C02.782.815.622,"Leukemia, Feline"
9170,C02.782.815.650,Murine Acquired Immunodeficiency Syndrome
9171,C02.782.815.725,"Pulmonary Adenomatosis, Ovine"
9172,C02.782.815.800,"Sarcoma, Avian"
9173,C02.782.930,Togaviridae Infections
9174,C02.782.930.100,Alphavirus Infections
9175,C02.782.930.100.184,Chikungunya Fever
9176,C02.782.930.100.370,"Encephalomyelitis, Equine"
9177,C02.782.930.100.370.162,"Encephalomyelitis, Eastern Equine"
9178,C02.782.930.100.370.325,"Encephalomyelitis, Venezuelan Equine"
9179,C02.782.930.100.370.662,"Encephalomyelitis, Western Equine"
9180,C02.782.930.700,Rubivirus Infections
9181,C02.782.930.700.700,Rubella
9182,C02.782.930.700.700.700,"Rubella Syndrome, Congenital"
9183,C02.800,Sexually Transmitted Diseases
9184,C02.800.801,"Sexually Transmitted Diseases, Viral"
9185,C02.800.801.220,Condylomata Acuminata
9186,C02.800.801.220.500,Buschke-Lowenstein Tumor
9187,C02.800.801.350,Herpes Genitalis
9188,C02.800.801.400,HIV Infections
9189,C02.800.801.400.040,Acquired Immunodeficiency Syndrome
9190,C02.800.801.400.044,Acute Retroviral Syndrome
9191,C02.800.801.400.048,"AIDS Arteritis, Central Nervous System"
9192,C02.800.801.400.070,AIDS Dementia Complex
9193,C02.800.801.400.072,AIDS-Associated Nephropathy
9194,C02.800.801.400.080,AIDS-Related Complex
9195,C02.800.801.400.480,HIV Enteropathy
9196,C02.800.801.400.500,HIV Seropositivity
9197,C02.800.801.400.520,HIV Wasting Syndrome
9198,C02.800.801.400.530,HIV-Associated Lipodystrophy Syndrome
9199,C02.825,"Skin Diseases, Viral"
9200,C02.825.260,Erythema Infectiosum
9201,C02.825.290,Exanthema Subitum
9202,C02.825.320,Herpes Simplex
9203,C02.825.320.320,Herpes Labialis
9204,C02.825.320.410,Kaposi Varicelliform Eruption
9205,C02.825.550,Molluscum Contagiosum
9206,C02.825.810,Warts
9207,C02.825.810.110,Condylomata Acuminata
9208,C02.825.810.110.500,Buschke-Lowenstein Tumor
9209,C02.825.810.260,Epidermodysplasia Verruciformis
9210,C02.839,Slow Virus Diseases
9211,C02.839.040,Acquired Immunodeficiency Syndrome
9212,C02.839.080,AIDS-Related Complex
9213,C02.839.091,Aleutian Mink Disease
9214,C02.839.375,Equine Infectious Anemia
9215,C02.839.400,Feline Acquired Immunodeficiency Syndrome
9216,C02.839.550,"Leukoencephalopathy, Progressive Multifocal"
9217,C02.839.660,"Pneumonia, Progressive Interstitial, of Sheep"
9218,C02.839.850,Simian Acquired Immunodeficiency Syndrome
9219,C02.839.862,Subacute Sclerosing Panencephalitis
9220,C02.839.900,Visna
9221,C02.928,Tumor Virus Infections
9222,C02.928.120,Avian Leukosis
9223,C02.928.216,"Carcinoma, Merkel Cell"
9224,C02.928.313,Epstein-Barr Virus Infections
9225,C02.928.313.165,Burkitt Lymphoma
9226,C02.928.489,Marek Disease
9227,C02.928.650,Murine Acquired Immunodeficiency Syndrome
9228,C02.928.725,Papillomavirus Infections
9229,C02.928.740,"Pulmonary Adenomatosis, Ovine"
9230,C02.928.800,"Sarcoma, Avian"
9231,C02.928.914,Warts
9232,C02.928.914.217,Condylomata Acuminata
9233,C02.928.914.217.500,Buschke-Lowenstein Tumor
9234,C02.928.914.345,Epidermodysplasia Verruciformis
9235,C02.937,Viremia
9236,C02.968,Zoonoses
9237,C03,Parasitic Diseases
9238,C03.105,Central Nervous System Parasitic Infections
9239,C03.105.250,Central Nervous System Helminthiasis
9240,C03.105.250.550,Neurocysticercosis
9241,C03.105.250.600,Neuroschistosomiasis
9242,C03.105.300,Central Nervous System Protozoal Infections
9243,C03.105.300.500,"Malaria, Cerebral"
9244,C03.105.300.800,"Toxoplasmosis, Cerebral"
9245,C03.202,Coinfection
9246,C03.300,"Eye Infections, Parasitic"
9247,C03.300.125,Acanthamoeba Keratitis
9248,C03.300.562,"Onchocerciasis, Ocular"
9249,C03.300.781,"Toxoplasmosis, Ocular"
9250,C03.335,Helminthiasis
9251,C03.335.190,Cestode Infections
9252,C03.335.190.304,Diphyllobothriasis
9253,C03.335.190.304.780,Sparganosis
9254,C03.335.190.396,Echinococcosis
9255,C03.335.190.396.314,"Echinococcosis, Hepatic"
9256,C03.335.190.396.480,"Echinococcosis, Pulmonary"
9257,C03.335.190.519,Hymenolepiasis
9258,C03.335.190.628,Monieziasis
9259,C03.335.190.902,Taeniasis
9260,C03.335.190.902.185,Cysticercosis
9261,C03.335.190.902.185.550,Neurocysticercosis
9262,C03.335.349,"Helminthiasis, Animal"
9263,C03.335.349.315,Dictyocaulus Infections
9264,C03.335.349.320,Dirofilariasis
9265,C03.335.349.444,Fascioloidiasis
9266,C03.335.349.656,Monieziasis
9267,C03.335.349.820,Setariasis
9268,C03.335.349.840,"Strongyle Infections, Equine"
9269,C03.335.349.868,Toxocariasis
9270,C03.335.508,Nematode Infections
9271,C03.335.508.100,Adenophorea Infections
9272,C03.335.508.100.275,Enoplida Infections
9273,C03.335.508.100.275.882,Trichinellosis
9274,C03.335.508.100.275.895,Trichuriasis
9275,C03.335.508.523,Larva Migrans
9276,C03.335.508.523.780,"Larva Migrans, Visceral"
9277,C03.335.508.700,Secernentea Infections
9278,C03.335.508.700.100,Ascaridida Infections
9279,C03.335.508.700.100.060,Anisakiasis
9280,C03.335.508.700.100.070,Ascariasis
9281,C03.335.508.700.100.080,Ascaridiasis
9282,C03.335.508.700.100.850,Toxascariasis
9283,C03.335.508.700.100.868,Toxocariasis
9284,C03.335.508.700.100.868.420,"Larva Migrans, Visceral"
9285,C03.335.508.700.550,Oxyurida Infections
9286,C03.335.508.700.550.550,Oxyuriasis
9287,C03.335.508.700.550.550.375,Enterobiasis
9288,C03.335.508.700.700,Rhabditida Infections
9289,C03.335.508.700.700.799,Strongyloidiasis
9290,C03.335.508.700.750,Spirurida Infections
9291,C03.335.508.700.750.299,Dracunculiasis
9292,C03.335.508.700.750.361,Filariasis
9293,C03.335.508.700.750.361.137,Acanthocheilonemiasis
9294,C03.335.508.700.750.361.275,Dipetalonema Infections
9295,C03.335.508.700.750.361.290,Dirofilariasis
9296,C03.335.508.700.750.361.350,"Elephantiasis, Filarial"
