ncRNA Symbol,ncRNA Category,Species,Disease Name,Sample,Dysfunction Pattern,Validated Method,Description,Clinical Application,Causality,Causal Description,PubMed ID
FOXD2-AS1,LncRNA,Homo sapiens,Ovarian Neoplasms,ovarian cancer tissues and cell lines,Interaction(miR-4492),CCK8//Luciferase Report Assay//Invasion Assay//Migration Assay,The results suggested that lncRNA FOXD2-AS1 was upregulated in ovarian cancer tissues and cell lines.  lncRNA FOXD2-AS1 was confirmed to directly target miR-4492. The expression of lncRNA FOXD2-AS1 and miR-4492 exhibited a negative correlation. ,,Yes,"si-FOXD2-AS1 was able to inhibit the proliferation, migration and invasion of ovarian cancer cells.",33717250
FOXD2-AS1,LncRNA,Homo sapiens,Squamous Cell Carcinoma of Head and Neck,OSCC tissues,Expression[highly expressed],qRT-PCR//MTT//Colony Formation Assay//Western Blot,"We found that FOXD2-AS1 was significantly highly expressed in OSCC tissues, and correlated with poor pathological grade and prognosis in patients with OSCC. ","We found that FOXD2-AS1 was significantly highly expressed in OSCC tissues, and correlated with poor pathological grade and prognosis in patients with OSCC. ",Yes,Cell viability and clone formation ability were significantly inhibited after the knockdown of FOXD2-AS1. ,33103475
FOXD2-AS1,LncRNA,Homo sapiens,Osteosarcoma,OS tissue and cell lines ,Interaction[repressing p21],ChIP//Western Blot//CCK8//qRT-PCR//Luciferase Report Assay//Transwell Assay,"In present research, the level of FOXD2-AS1 was significantly up-regulated in the OS tissue and cell lines compared to corresponding controls. Mechanistically, FOXD2-AS1 inhibited the expression of p21 via interacting with EZH2 to silence p21 gene expression. Overall, we conclude that FOXD2-AS1, induced by transcription factor HIF-1α, acts as an oncogene in the OS tumorigenesis and FOXD2-AS1 interacts with EZH2 to silence p21 protein. This finding could provide a novel insight and potential therapeutic target for the OS.",The aberrant high-expression of FOXD2-AS1 indicated the poor clinical prognosis of OS patients.,Yes," Functionally, the knockdown of FOXD2-AS1 could repress the malignant biological properties of OS cells in vitro and vivo, including proliferation, invasion, apoptosis and tumor growth.",31228799
FOXD2-AS1,LncRNA,Homo sapiens,Osteosarcoma,osteosarcoma patients and cell line,Interaction( FOXD2-AS1/m6A/FOXM1 complex ),qRT-PCR//Western Blot,"Clinical data unveiled that osteosarcoma patients with higher FOXD2-AS1 expression had a poorer overall survival rate compared to those with lower FOXD2-AS1 expression. Mechanistically, a remarkable m6A-modified site was found on the 3'-UTR of FOXD2-AS1, and m6A methyltransferase WTAP (Wilms' tumor 1 associated protein) promoted the methylation modification, thus enhancing the stability of FOXD2-AS1 transcripts. Furthermore, FOXD2-AS1 interacted with downstream target FOXM1 mRNA through m6A sites, forming a FOXD2-AS1/m6A/FOXM1 complex to heighten FOXM1 mRNA stability.",Clinical data unveiled that osteosarcoma patients with higher FOXD2-AS1 expression had a poorer overall survival rate compared to those with lower FOXD2-AS1 expression. ,Yes,"Functional research illuminated that FOXD2-AS1 accelerated the migration, proliferation and tumor growth in vitro and in vivo.",35356854
FOXD2-AS1,LncRNA,Homo sapiens,Uterine Cervical Neoplasms,CC tissues,Interaction[downregulating CDX1],CCK8//qRT-PCR//EdU Staining,"FOXD2-AS1 was upregulated in CC tissues relative to those of para-tumor tissues, especially in those with larger tumor size and advanced tumor staging.FOXD2-AS1 is upregulated in CC and its high level predicts a poor prognosis of CC patients. It accelerates the malignant progression of CC via negatively regulating CDX1 level.","FOXD2-AS1 was upregulated in CC tissues relative to those of para-tumor tissues, especially in those with larger tumor size and advanced tumor staging.",Yes,The silence of FOXD2-AS1 attenuated SiHa and HeLa cells to proliferate.,31841177
FOXD2-AS1,LncRNA,Homo sapiens,Uterine Cervical Neoplasms, cervical cancer cells and tissue,Interaction(METTL3),Western Blot//Transfection//MeRIP//Migration Assay//qRT-PCR//RIP//Cell Apoptosis Assay//Cell Proliferation Assay//Colony Formation Assay//ChIP,"Results illuminated that FOXD2-AS1 expression was significantly upregulated in cervical cancer cells and tissue, which was closely correlated to the unfavorable prognosis. Mechanistically, m6A methyltransferase methyltransferase-like 3 (METTL3) enhanced the stability of FOXD2-AS1 and maintained its expression. Moreover, FOXD2-AS1 recruited lysine-specific demethylase 1 (LSD1) to the promoter region of p21 to silence its transcription abundance. ","Results illuminated that FOXD2-AS1 expression was significantly upregulated in cervical cancer cells and tissue, which was closely correlated to the unfavorable prognosis.",Yes,"Functionally, gain and loss-of-function assays showed that FOXD2-AS1 promoted the migration and proliferation of cervical cancer cells. Besides, FOXD2-AS1 silencing repressed the tumor growth in vivo.",34589576
FOXD2-AS1,LncRNA,Homo sapiens,Glioma,glioma tissues and cell lines,Regulation[miR-185-5p/CCND2 axis],qRT-PCR,"FOXD2-AS1 was upregulated in glioma tissue, cells, and sphere subpopulation.We also revealed that FOXD2-AS1 was mainly located in cytoplasm and microRNA (miR)-185-5p both targeted FOXD2-AS1 and CCND2 messenger RNA (mRNA) 3'-untranslated region (3'-UTR). miR-185-5p was downregulated in glioma tissue, cells, and sphere subpopulation. Downregulation of miR-185-5p was closely correlated with poor prognosis of glioma patients. In addition, miR-185-5p mimics decreased cell proliferation, migration, invasion, stemness, and EMT in glioma cells. CCND2 was upregulated in glioma tissue, cells, and sphere subpopulation. Upregulation of CCND2 was closely correlated with poor prognosis of glioma patients. CCND2 knockdown decreased cell proliferation, migration, invasion, and EMT in glioma cells. In glioma tissues, CCND2 expression was negatively associated with miR-185-5p, but positively correlated with FOXD2-AS1. FOXD2-AS1 knockdown and miR-185-5p mimics decreased CCND2 expression. Inhibition of miR-185-5p suppressed FOXD2-AS1 knockdown-induced decrease of CCND2 expression. Overexpression of CCND2 suppressed FOXD2-AS1 knockdown-induced inhibition of glioma malignancy.",,Yes,"Downregulation of FOXD2-AS1 decreased cell proliferation, migration, invasion, stemness, and epithelial-mesenchymal transition (EMT) in glioma cells and inhibited tumor growth in transplanted tumor.",30520141
FOXD2-AS1,LncRNA,Homo sapiens,Glioma,glioma tissues and cell lines,Interaction[sponging miR-185 through targeting AKT1],ChIP//Western Blot//Wound Healing Assay//CCK8//qRT-PCR//RIP//Luciferase Report Assay//Colony Formation Assay//EdU Staining//Transwell Assay," In this study, we found that FOXD2-AS1 expression was significantly up-regulated in both glioma tissues and cell lines. Mechanistically, our results showed that FOXD2-AS1 may act as an endogenous sponge by competing for miR-185, thereby regulating the targets of this miRNA. Taken together, our data firstly demonstrated that CREB1-induced FOXD2-AS1 contributed to glioma progression by upregulating AKT1 via competitively binding to miR-185, providing a novel strategy for targeting FOXD2-AS1 as a potential biomarker and a therapeutic target in glioma patients."," High FOXD2-AS1 expression was significantly correlated with advanced WHO grade, KPS score and the shorter survival time of glioma patients.",Yes,"Functional investigations revealed that knockdown of FOXD2-AS1 significantly suppressed glioma cells proliferation, migration, invasion and EMT, and promoted apoptosis.",30553445
FOXD3-AS1,LncRNA,Mus musculus,Reperfusion Injury,brain tissues,regulation[ miR-765/BCL2L13 axis],Western Blot//Tunel//Flow Cytometry//qRT-PCR//RIP//Luciferase Report Assay,The up-regulation of FOXD3-AS1 and down-regulation of miR-765 were found in both mouse brains after cerebral ischemia/reperfusion (I/R) and neuroblastoma cells of neuro-2A (N2a) after oxygen-glucose deprivation/reoxygenation (OGD/R). We verified a critical signaling pathway of FOXD3-AS1/miR-765/BCL2L13 in regulating cerebral ischemia/reperfusion injury.,,Yes,"Furthermore, we found that neurological deficits and brain injury induced by I/R in vivo were attenuated by FOXD3-AS1 knockdown.",33068927
FOXD3-AS1,LncRNA,Homo sapiens,Colonic Neoplasms,CRC tissues and cells,Interaction[CRC tissues and cells],Western Blot//Flow Cytometry//qRT-PCR//RIP//Luciferase Report Assay//Cell Proliferation Assay//Transwell Assay,"Quantitative real-time polymerase chain reaction showed the overexpression of FOXD3-AS1 in both CRC tissues and cells.In conclusion, FOXD3-AS1 promotes CRC progression by regulating miR-135a-5p/SIRT1 axis, shedding lights on the way to CRC treatments.","According to the survival analysis of The Cancer Genome Atlas database, FOXD3-AS1 upregulation implied lower survival rate of patients with CRC.  The Kaplan-Meier method demonstrated the prognostic value of FOXD3-AS1 for patients with CRC. ",Yes,"To explore the effect of FOXD3-AS1 on CRC progression, loss-of-function experiments were carried out, whose results indicated that knockdown of FOXD3-AS1 suppressed cell proliferation, migration, and invasion, inhibited cell cycle and promoted cell apoptosis in vitro. In vivo experiments affirmed that FOXD3-AS1 affected tumor growth. ",31058315
FOXD3-AS1,LncRNA,Homo sapiens,skin melanoma,cutaneous melanoma cells and tissues,Interaction[miR-325/MAP3K2],RNA Pull-Down//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//Colony Formation Assay//EdU Staining//Transwell Assay," LncRNA FOXD3-AS1 highly expressed in cutaneous melanoma cells and tissues.LncRNA FOXD3-AS1 could promote proliferation, invasion and migration of cutaneous malignant melanoma via regulating miR-325/MAP3K2 axis.",,Yes,"When LncRNA FOXD3-AS1 was knockdown, proliferation, invasion and migration of cutaneous malignant melanoma, and tumor weight was inhibited, and cell cycle was arrested. Tumor volume and weight were measured to confirm the effect of sh-FOXD3-AS1 in vivo.",31541886
FOXD3-AS1,LncRNA,Homo sapiens,"Carcinoma, Non-Small-Cell Lung",NSCLC tissue samples and cell lines,Interaction(miR-135a-5p/CDK6 axis),In Vivo Experiment//Western Blot//CCK8//qRT-PCR//RIP//Luciferase Report Assay//Bioinformatics Analysis,FOXD3-AS1 was significantly overexpressed in NSCLC tissue samples and cell lines compared with normal tissue samples and cells. The luciferase reporter assay demonstrated the direct binding interaction between FOXD3-AS1 and miR-135a-5p. It was also demonstrated that miR-135a-5p could bind to the 3' untranslated region of cyclin-dependent kinase 6 (CDK6) and negatively modulate its transcription. ,,Yes,"FOXD3-AS1 silencing expression significantly inhibited A549 and H1229 cell proliferation while inducing apoptosis compared with sh-NC group. Moreover, FOXD3-AS1 silencing led to the upregulation of miR-135a-5p in A549 and H1229 cells compared with sh-NC group",34733371
FOXP1-AS80,LncRNA,Homo sapiens,Nasopharyngeal carcinoma,,interaction[miR-423-5p ],qRT-PCR//Luciferase Report Assay//Western Blot," The expression of FOXP4-AS1 was up-regulated in 80 cases with NPC, and these patients with a poor prognosis.  FOXP4-AS1upregulated STMN1 by interacting with miR-423-5p as a competing endogenous RNA (ceRNA) to promote NPC progression."," The expression of FOXP4-AS1 was up-regulated in 80 cases with NPC, and these patients with a poor prognosis. ",Yes," Functionally, high expression of FOXP4-AS1 in NPC was connected with promoted cell proliferation and inhibited apoptosis. Moreover, FOXP4-AS1 is located in the cytoplasm of CNE1 (NPC cell lines). ",32767327
Foxp1,LncRNA,Mus musculus,"Carcinoma, Renal Cell", RCC tissues and cells,Interaction(miR-423-5p/U2AF2 axis ),ISH//Migration Assay//CCK8//qRT-PCR//Invasion Assay//Transwell Assay,"Firstly, we demonstrated the characterization and expression of circFOXP1 in RCC tissues and cells.To sum up, our study partially demonstrated that the novel ZNF263/circFOXP1/miR-423-5p/U2AF2 axis has a role in RCC progression. ",,Yes,"Next, by conducting a serial experiment, we found that downregulated circFOXP1 inhibited cell proliferation, migration, invasion, and the Warburg effect. ",34514002
FOXO3,CircRNA,Homo sapiens,Urinary Bladder Neoplasms,bladder cancer (BC) tissues ,regulation[Regulating MiR-9-5p/TGFBR2],qPCR//Western Blot//PCR//IF,"We found that circ-FOXO3 was significantly down-regulated in bladder cancer (BC) tissues compared to normal bladder tissues. Furthermore, circ-FOXO3 regulates TGFBR2 expression through sponging miR-9-5p in BC cell lines.",,Yes,"We also found that circ-FOXO3 overexpression inhibited cell proliferation, migration and invasion in BC cell lines.",32612392
FOXO1,LncRNA,Homo sapiens,Lung Neoplasms,"lung cancer tissues and corresponding adjacent tissues,cell lines(A549, H460, HCC827 and H129IMR-90)",Regulation[PI3K/AKT signaling pathway],Western Blot//Migration Assay//qRT-PCR//MTT//cell invasion assay,"LncFOXO1 was down-regulated in lung cancer tumor tissues and cells. LncFOXO1 inhibited lung cancer cell proliferation, metastasis, and induced apoptosis through down-regulating PI3K/AKT pathway.", ,Yes,"Knockdown of lncFOXO1 significantly promoted A549 cells viability, colony formation and invasion.",31217928
FOXF1,LncRNA,Homo sapiens,"Carcinoma, Non-Small-Cell Lung","NSCLC tissues,cell lines  ",Expression[lower expressed],Flow Cytometry//qRT-PCR//MTT,The expression of FENDRR was low in NSCLC tissues and cells in contrast to control tissues and cells,,Yes,FENDRR enhancement could inhibit the proliferation ability and advance cell apoptosis of A549 cells.,31749883
FOXD3‑AS1,LncRNA,Homo sapiens,Uterine Cervical Neoplasms,CC tissues and cell lines,Interaction(miR‑128‑3p/LIMK1 axis ),Western Blot//Transfection//CCK8//qRT-PCR//RIP//Luciferase Report Assay//BrdU//IHC//Transwell Assay,"OXD3‑AS1 expression was significantly increased in CC tissues and cell lines compared with adjacent healthy tissues and normal cervical epithelial cells, respectively. Moreover, the results demonstrated that FOXD3‑AS1 targeted and negatively regulated miR‑128‑3p, which indirectly upregulated LIMK1 expression. "," High FOXD3‑AS1 expression was significantly associated with poor differentiation of tumor tissues, increased tumor size and positive lymph node metastasis.",Yes,"FOXD3‑AS1 overexpression significantly increased CC cell proliferation, migration and invasion compared with the negative control (NC) group, whereas FOXD3‑AS1 knockdown resulted in the opposite effects compared with the small interfering RNA‑NC group.",33760158
